Protocol,Round,NodeID,Energy_mW,Normalized_Energy
FL-Energy,174,0,11.554113164198679,0.5777056582099339
FL-Energy,180,0,11.264539901256914,0.5632269950628457
FL-Energy,186,0,10.974966638315156,0.5487483319157578
FL-Energy,192,0,10.685393375373394,0.5342696687686697
FL-Energy,198,0,10.395820112431636,0.5197910056215818
FL-Energy,204,0,10.106246849489878,0.5053123424744939
FL-Energy,210,0,9.81667358654811,0.49083367932740546
FL-Energy,216,0,9.52710032360635,0.4763550161803175
FL-Energy,222,0,9.237527060664585,0.4618763530332292
FL-Energy,228,0,8.947953797722818,0.44739768988614087
FL-Energy,234,0,8.65838053478106,0.43291902673905297
FL-Energy,240,0,8.3688072718393,0.418440363591965
FL-Energy,246,0,8.079234008897537,0.40396170044487684
FL-Energy,252,0,7.789660745955773,0.38948303729778866
FL-Energy,258,0,7.500087483014012,0.3750043741507006
FL-Energy,264,0,7.210514220072253,0.36052571100361264
FL-Energy,270,0,6.920940957130487,0.34604704785652435
FL-Energy,276,0,6.631367694188729,0.33156838470943645
FL-Energy,282,0,6.341794431246964,0.31708972156234816
FL-Energy,288,0,6.052221168305203,0.30261105841526015
FL-Energy,294,0,5.762647905363437,0.28813239526817186
Ours,0,0,19.954393397304468,0.9977196698652234
Ours,1,0,19.928992748396773,0.9964496374198386
Ours,2,0,19.90227291615974,0.9951136458079869
Ours,3,0,19.875518474723624,0.9937759237361812
Ours,4,0,19.8488270074596,0.9924413503729801
Ours,5,0,19.82218025593856,0.991109012796928
Ours,6,0,19.795567175913597,0.9897783587956799
Ours,7,0,19.76898035024923,0.9884490175124615
Ours,8,0,19.74241447154626,0.9871207235773131
Ours,9,0,19.715865588805023,0.9857932794402512
Ours,10,0,19.68933068180902,0.984466534090451
Ours,11,0,19.66280739706753,0.9831403698533766
Ours,12,0,19.636293873012868,0.9818146936506433
Ours,13,0,19.609788618945228,0.9804894309472614
Ours,14,0,19.583290428454973,0.9791645214227487
Ours,15,0,19.556798316008734,0.9778399158004367
Ours,16,0,19.53031146964171,0.9765155734820855
Ours,17,0,19.503829215142623,0.9751914607571311
Ours,18,0,19.47735098860527,0.9738675494302635
Ours,19,0,19.450876315168447,0.9725438157584223
Ours,20,0,19.424404792394206,0.9712202396197103
Ours,21,0,19.397936077161503,0.9698968038580752
Ours,22,0,19.37146987525051,0.9685734937625256
Ours,23,0,19.345005933005382,0.9672502966502691
Ours,24,0,19.318544030614806,0.9659272015307403
Ours,25,0,19.29208397666265,0.9646041988331324
Ours,26,0,19.265625603681453,0.9632812801840727
Ours,27,0,19.239168764504374,0.9619584382252186
Ours,28,0,19.212713329255926,0.9606356664627963
Ours,29,0,19.18625918285737,0.9593129591428685
Ours,30,0,19.159806222948646,0.9579903111474323
Ours,31,0,19.133354358149642,0.9566677179074821
Ours,32,0,19.10690350659867,0.9553451753299335
Ours,33,0,19.08045359471923,0.9540226797359616
Ours,34,0,19.054004556174707,0.9527002278087353
Ours,35,0,19.027556330979294,0.9513778165489647
Ours,36,0,19.00110886473847,0.9500554432369235
Ours,37,0,18.974662107998117,0.9487331053999059
Ours,38,0,18.94821601568427,0.9474108007842135
